,,クモハ100,,クモハ101,,モハ100,,モハ101,,,
,,クハ100,,クハ101,,サハ100,,サハ101,,,
所属,,車番,新製年月日,製造所,配置区,,転属年月日,新区,廃車年月日,,
,,,改造年月日,改造所,配置区,改造前車番,,,改造年月日,改造後車番,
クモハ100,,,,,,,,,,,
国,東,モハ101-215,1963.02.19,近畿車両,品川,,1964.10.10,津田沼,1989.09.07,,
,,,,,,,1979.05.03,中原,,,
国,○,モハ101-216,1963.02.19,近畿車両,品川,,1964.11.01,津田沼,1983.11.07,,
,,,,,,,1979.09.15,中野,,,
国,○,モハ101-217,1963.02.19,近畿車両,下十条,,1963.10.01,品川,1985.03.22,,
,,,,,,,1964.11.03,津田沼,,,
国,東,モハ101-218,1963.06.18,近畿車両,下十条,,1963.10.01,品川,1989.09.26,,
,,,,,,,1964.10.29,津田沼,,,
,,,,,,,1972.09.05,中原,,,
,,,,,,,1972.11.11,豊田,,,
,,,,,,,1981.10.09,武蔵小金井,,,
,,,,,,,1983.07.27,中原,,,
国,○,モハ101-219,1963.06.18,近畿車両,下十条,,1963.10.01,品川,1983.12.10,,
,,,,,,,1964.10.27,中野,,,
国,○,モハ101-220,1963.08.29,日本車両,下十条,,1963.10.01,品川,1984.02.28,,
,,,,,,,1964.09.02,津田沼,,,
,,,,,,,1966.04.28,中野,,,
国,○,モハ101-221,1963.09.10,日本車両,津田沼,,,,1980.08.01,クモヤ145-1,
国,○,モハ101-222,1963.09.10,日本車両,津田沼,,,,1986.12.03,,
国,○,モハ101-223,1963.07.19,川崎車両,津田沼,,1982.01.27,中原,1986.06.10,,
国,東,モハ101-224,1963.07.19,川崎車両,津田沼,,1972.08.13,豊田,1991.01.28,,
,,,,,,,1981.09.30,中原,,,
国,○,モハ101-225,1963.07.31,川崎車両,下十条,,1963.10.01,品川,1983.12.26,,
,,,,,,,1964.11.16,中野,,,
国,○,モハ101-226,1963.07.31,川崎車両,下十条,,1963.10.01,品川,1984.03.31,,
,,,,,,,1964.10.27,中野,,,
国,○,モハ101-227,1963.08.30,川崎車両,津田沼,,1966.04.28,中野,1984.03.21,,
国,東,モハ101-228,1963.08.30,川崎車両,津田沼,,1972.09.22,中原,1989.02.16,,
国,○,モハ101-229,1963.09.13,川崎車両,津田沼,,,,1983.02.25,,
国,東,モハ101-230,1963.09.13,川崎車両,津田沼,,1986.09.01,習志野,1990.05.08,,
国,○,モハ101-231,1963.09.13,川崎車両,津田沼,,,,1984.02.24,,
国,東,モハ101-232,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1989.02.16,,
,,,,,,,1964.10.28,中野,,,
,,,,,,,1984.02.09,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.06.28,中原,,,
国,○,モハ101-233,1963.08.13,汽車会社,下十条,,1963.10.01,品川,1983.03.15,,
,,,,,,,1964.10.29,津田沼,,,
国,○,モハ101-234,1963.08.23,汽車会社,下十条,,1963.10.01,品川,1984.04.17,,
,,,,,,,1964.11.16,中野,,,
国,西,モハ101-235,1963.09.05,汽車会社,津田沼,,1986.05.24,淀川,1991.03.31,,
,,,,,,,1989.06.11,森ノ宮,,,
国,東,モハ101-236,1963.09.05,汽車会社,津田沼,,1986.09.01,習志野,1989.02.08,,
国,東,モハ101-237,1963.09.18,近畿車両,津田沼,,1986.09.01,習志野,1989.07.25,,
国,東,モハ101-238,1963.09.18,近畿車両,品川,,1964.10.28,中野,1990.05.08,,
,,,,,,,1985.03.02,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.03.19,中原,,,
国,○,モハ101-239,1963.09.18,近畿車両,品川,,1964.10.10,津田沼,1984.11.09,,
国,○,モハ101-240,1963.09.18,近畿車両,品川,,1967.04.22,池袋,1983.03.28,,
,,,,,,,1969.03.06,津田沼,,,
,,,,,,,1979.04.10,中原,,,
国,○,モハ101-241,1963.10.11,川崎車両,品川,,1964.10.10,津田沼,1983.03.15,,
国,○,モハ101-242,1963.10.22,川崎車両,池袋,,1964.11.09,津田沼,1981.03.28,クモル145-13,
国,○,モハ101-243,1963.10.11,川崎車両,武蔵小金井,,,,1983.09.16,,
国,東,モハ101-244,1963.10.16,汽車会社,津田沼,,1979.09.05,中野,1989.02.16,,
,,,,,,,1985.03.31,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,東,モハ101-245,1963.10.25,汽車会社,津田沼,,1970.12.01,浦和,1990.10.01,,
,,,,,,,1975.12.24,中原,,,
国,○,モハ101-246,1963.10.25,汽車会社,津田沼,,1979.09.12,豊田,1983.09.05,,
,,,,,,,1981.09.23,武蔵小金井,,,
国,○,モハ101-247,1963.11.13,汽車会社,津田沼,,,,1981.03.20,クモル145-12,
国,○,モハ101-248,1963.11.13,汽車会社,津田沼,,1979.07.05,武蔵小金井,1982.09.22,,
,,,,,,,1981.08.08,中原,,,
国,東,モハ101-249,1963.11.12,川崎車両,中野,,1972.08.05,豊田,1991.09.10,,
,,,,,,,1981.08.25,中原,,,
国,東,モハ101-250,1963.11.20,川崎車両,中野,,1976.12.03,豊田,1991.04.01,,
,,,,,,,1980.09.13,中原,,,
国,東,モハ101-251,1963.11.20,川崎車両,津田沼,,1986.09.01,習志野,1990.02.28,,
国,○,モハ101-252,1963.11.20,川崎車両,津田沼,,,,1986.07.20,,
国,東,モハ101-253,1963.12.12,汽車会社,中野,,1985.03.31,津田沼,1990.02.06,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.06.25,中原,,,
国,○,モハ101-254,1963.12.12,汽車会社,中野,,,,1983.11.07,,
国,○,モハ101-255,1963.12.23,汽車会社,中野,,,,1983.03.02,,
国,○,モハ101-256,1963.12.23,汽車会社,中野,,1983.10.30,中原,1986.10.04,,
国,東,モハ101-257,1963.12.23,汽車会社,中野,,1980.12.10,中原,1989.02.16,,
国,東,モハ101-258,1966.11.17,日本車両,武蔵小金井,,1966.12.12,豊田,1990.08.28,,
,,,,,,,1980.08.09,中原,,,
国,東,モハ101-259,1967.02.17,日本車両,武蔵小金井,,1972.07.29,豊田,1991.07.29,,
,,,,,,,1980.07.01,中原,,,
国,○,モハ101-260,1965.11.18,川崎車両,森ノ宮,,1976.10.24,淀川,1987.02.24,,
国,西,モハ101-261,1965.11.25,川崎車両,森ノ宮,,1977.03.15,淀川,1991.12.01,,
,,,,,,,1989.06.11,森ノ宮,,,
国,東,モハ101-262,1965.11.25,川崎車両,森ノ宮,,1977.03.15,淀川,1990.07.13,,
,,,,,,,1984.11.01,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.06.25,中原,,,
国,東,モハ101-263,1965.12.08,川崎車両,森ノ宮,,1977.03.15,淀川,1989.09.26,,
,,,,,,,1985.04.26,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.03.19,中原,,,
国,西,モハ101-264,1965.12.08,川崎車両,森ノ宮,,1976.04.02,淀川,1992.02.29,,
,,,,,,,1989.06.19,森ノ宮,,,
国,○,モハ101-901,1959.06.01,（改番）,三鷹,モハ90001,1969.04.08,豊田,1979.05.23,,
,,,,,,,1972.09.29,中原,,,
国,○,モハ101-902,1959.06.01,（改番）,三鷹,モハ90003,1972.10.02,武蔵小金井,1979.07.17,,
国,○,モハ101-903,1959.06.01,（改番）,三鷹,モハ90005,1969.04.08,豊田,1979.04.14,,
国,○,モハ101-1001,1972.12.07,大井工場,豊田,モハ101-9,,,1985.05.10,,
国,○,モハ101-1002,1973.01.16,大井工場,豊田,モハ101-34,,,1986.10.04,,
国,○,モハ101-1003,1973.02.03,大井工場,豊田,モハ101-41,,,1986.06.12,,
国,○,モハ101-1004,1972.11.04,大井工場,豊田,モハ101-43,,,1987.03.30,,
国,○,モハ101-1005,1972.12.12,大井工場,豊田,モハ101-56,,,1985.06.20,,
国,○,モハ101-1006,1972.11.27,大井工場,三鷹,モハ101-60,1973.01.27,豊田,1986.12.03,,
国,○,モハ101-1007,1973.02.12,大井工場,豊田,モハ101-67,,,1986.10.04,,
国,○,モハ101-1008,1973.02.01,大井工場,豊田,モハ101-69,,,1986.10.04,,
国,○,モハ101-1009,1972.11.16,大井工場,豊田,モハ101-75,,,1985.08.15,,
国,○,モハ101-1010,1973.03.17,大井工場,豊田,モハ101-77,,,1986.02.07,,
国,○,モハ101-1011,1973.01.11,大井工場,武蔵小金井,モハ101-93,1973.01.24,豊田,1987.03.30,,
国,○,モハ101-1012,1977.04.28,大井工場,豊田,モハ101-39,,,1986.02.17,,
国,○,モハ101-1013,1977.02.03,大井工場,豊田,モハ101-50,,,1986.12.03,,
国,○,モハ101-1014,1977.04.21,大井工場,武蔵小金井,モハ101-92,1977.10.04,豊田,1986.04.30,,
国,○,モハ101-1015,1977.03.02,大井工場,中野,モハ101-106,1978.11.15,豊田,1986.07.18,,
クハ100,,,,,,,,,,,
国,○,クハ100-1,1960.08.30,日本車両,三鷹,,1978.08.19,中原,1983.03.11,,
国,○,クハ100-2,1960.08.30,日本車両,三鷹,,1978.03.10,中原,1982.02.10,,
,,,,,,,1979.12.19,武蔵小金井,,,
国,○,クハ100-3,1960.10.15,日本車両,三鷹,,1978.07.07,中原,1982.02.26,,
,,,,,,,1979.12.11,武蔵小金井,,,
国,○,クハ100-4,1960.10.21,日本車両,三鷹,,1978.06.10,中原,1982.03.16,,
,,,,,,,1979.12.10,武蔵小金井,,,
国,○,クハ100-5,1960.10.31,日本車両,三鷹,,1977.12.22,中原,1983.03.28,,
国,○,クハ100-6,1960.10.31,日本車両,三鷹,,1977.12.22,中原,1983.08.22,,
国,○,クハ100-7,1960.11.09,日本車両,三鷹,,1970.11.25,浦和,1982.10.25,,
,,,,,,,1978.06.10,中野,,,
,,,,,,,1981.01.22,中原,,,
国,○,クハ100-8,1960.11.09,日本車両,三鷹,,1972.10.02,武蔵小金井,1980.07.16,,
国,○,クハ100-9,1960.11.15,日本車両,三鷹,,1970.11.25,浦和,1982.12.22,,
,,,,,,,1975.12.13,中原,,,
国,○,クハ100-10,1960.11.15,日本車両,三鷹,,1978.05.26,豊田,1983.08.08,,
,,,,,,,1981.02.16,中野,,,
,,,,,,,1981.11.18,中原,,,
国,○,クハ100-11,1960.11.01,汽車会社,三鷹,,1969.04.08,中野,1982.11.27,,
国,○,クハ100-12,1960.11.01,汽車会社,三鷹,,1969.04.08,豊田,1980.03.21,,
,,,,,,,1972.07.23,三鷹,,,
,,,,,,,1972.10.02,武蔵小金井,,,
,,,,,,,1972.12.14,豊田,,,
,,,,,,,1976.09.29,津田沼,,,
国,○,クハ100-13,1960.11.05,汽車会社,三鷹,,1969.04.08,豊田,1983.11.17,,
,,,,,,,1972.09.12,中原,,,
国,○,クハ100-14,1960.11.12,汽車会社,三鷹,,1961.11.20,武蔵小金井,1982.02.10,,
,,,,,,,1969.04.08,豊田,,,
,,,,,,,1972.03.15,中野,,,
国,○,クハ100-15,1960.11.12,汽車会社,三鷹,,1961.11.20,武蔵小金井,1983.03.25,,
,,,,,,,1969.04.08,豊田,,,
,,,,,,,1972.08.06,武蔵小金井,,,
,,,,,,,1972.12.13,豊田,,,
,,,,,,,1973.05.19,中原,,,
,,,,,,,1979.05.19,武蔵小金井,,,
国,○,クハ100-16,1960.11.12,汽車会社,三鷹,,1961.11.20,武蔵小金井,1983.03.25,,
,,,,,,,1966.12.12,三鷹,,,
,,,,,,,1969.04.08,豊田,,,
,,,,,,,1976.03.23,武蔵小金井,,,
国,○,クハ100-17,1961.09.30,日本車両,武蔵小金井,,,,1982.07.22,,
国,○,クハ100-18,1961.09.30,日本車両,武蔵小金井,,,,1983.06.14,,
国,○,クハ100-19,1961.10.06,汽車会社,武蔵小金井,,1972.09.26,中原,1983.06.24,,
,,,,,,,1979.06.05,中野,,,
,,,,,,,1982.09.17,日根野,,,
国,○,クハ100-20,1961.10.06,汽車会社,武蔵小金井,,,,1983.11.17,,
国,○,クハ100-21,1961.12.15,川崎車両,武蔵小金井,,,,1982.10.25,,
国,○,クハ100-22,1961.12.22,川崎車両,武蔵小金井,,,,1983.01.21,,
国,○,クハ100-23,1961.12.22,川崎車両,武蔵小金井,,,,1983.02.09,,
国,○,クハ100-24,1962.10.25,近畿車両,三鷹,,1963.10.01,武蔵小金井,1983.03.11,,
国,○,クハ100-25,1964.09.16,日本車両,中野,,,,1983.12.21,,
国,○,クハ100-26,1964.09.16,日本車両,中野,,,,1983.12.26,,
国,○,クハ100-27,1964.09.17,日本車両,中野,,,,1984.06.20,,
国,○,クハ100-28,1964.09.17,日本車両,中野,,,,1983.12.22,,
国,○,クハ100-29,1964.09.17,日本車両,中野,,,,1984.03.01,,
国,東,クハ100-30,1964.09.22,川崎車両,津田沼,,1966.04.28,中野,1990.02.06,,
,,,,,,,1983.12.09,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,○,クハ100-31,1964.09.22,川崎車両,津田沼,,1968.03.16,森ノ宮,1986.08.30,クハ103-2003,
,,,,,,,1977.03.16,淀川,,,
,,,,,,,1979.07.11,豊田,,,
,,,,,,,1980.01.19,弁天橋,,,
国,○,クハ100-32,1964.09.28,川崎車両,津田沼,,1968.03.16,森ノ宮,1984.06.28,,
,,,,,,,1977.03.16,淀川,,,
,,,,,,,1979.07.11,豊田,,,
,,,,,,,1980.01.11,弁天橋,,,
国,○,クハ100-33,1964.09.28,川崎車両,津田沼,,,,1984.02.28,,
国,○,クハ100-34,1964.08.16,汽車会社,津田沼,,1986.09.01,習志野,1989.02.16,,
国,○,クハ100-35,1964.08.16,汽車会社,津田沼,,,,1986.10.17,クハ103-2002,
国,○,クハ100-36,1964.08.22,汽車会社,津田沼,,1982.08.18,武蔵小金井,1984.07.08,,
国,○,クハ100-37,1964.08.22,汽車会社,津田沼,,1966.04.28,中野,1984.08.01,,
国,○,クハ100-38,1964.08.22,汽車会社,津田沼,,1981.12.17,中野,1984.03.21,,
国,○,クハ100-39,1964.09.22,近畿車両,中野,,,,1984.06.20,,
国,○,クハ100-40,1964.09.22,近畿車両,津田沼,,1966.04.28,中野,1983.12.10,,
国,○,クハ100-41,1964.09.22,近畿車両,津田沼,,,,1984.05.24,,
国,○,クハ100-42,1964.09.22,近畿車両,津田沼,,1982.07.04,中原,1985.02.28,,
国,○,クハ100-43,1964.09.22,近畿車両,津田沼,,1983.02.25,中野,1984.02.22,,
国,○,クハ100-44,1964.11.17,日本車両,中野,,,,1984.02.21,,
国,○,クハ100-45,1964.11.17,日本車両,中野,,,,1981.12.01,,
国,○,クハ100-46,1964.11.20,日本車両,津田沼,,,,1984.01.05,,
国,○,クハ100-47,1964.11.20,日本車両,津田沼,,1982.09.12,武蔵小金井,1984.06.20,,
国,○,クハ100-48,1964.11.20,日本車両,津田沼,,,,1984.07.18,,
国,○,クハ100-49,1964.11.20,日本車両,武蔵小金井,,1966.12.12,三鷹,1984.03.05,,
,,,,,,,1971.03.26,浦和,,,
,,,,,,,1976.03.13,武蔵小金井,,,
,,,,,,,1977.03.26,豊田,,,
,,,,,,,1978.02.07,中原,,,
,,,,,,,1979.05.02,中野,,,
国,東,クハ100-50,1964.11.20,汽車会社,津田沼,,1986.09.01,習志野,1988.06.16,,
国,○,クハ100-51,1964.11.20,汽車会社,津田沼,,1966.04.28,中野,1984.08.01,,
国,○,クハ100-52,1964.11.20,汽車会社,津田沼,,,,1985.03.22,,
国,○,クハ100-53,1964.11.30,汽車会社,津田沼,,,,1986.06.10,,
国,東,クハ100-54,1964.11.30,汽車会社,津田沼,,1986.09.01,習志野,1990.02.28,,
国,○,クハ100-55,1964.11.30,汽車会社,津田沼,,,,1982.03.01,,
国,東,クハ100-56,1965.09.01,日本車両,中野,,1971.03.24,浦和,1991.04.01,,
,,,,,,,1977.04.09,豊田,,,
,,,,,,,1978.03.07,中原,,,
国,東,クハ100-57,1965.09.01,日本車両,中野,,1972.07.29,豊田,1991.10.14,,
,,,,,,,1981.10.08,中原,,,
国,○,クハ100-58,1965.09.03,日本車両,津田沼,,,,1984.12.15,,
国,東,クハ100-59,1965.09.03,日本車両,津田沼,,1986.09.01,習志野,1989.06.26,,
,,,,,,,1988.03.20,中原,,,
国,○,クハ100-60,1965.09.08,日本車両,津田沼,,1982.02.05,弁天橋,1986.09.30,クハ103-2004,
国,東,クハ100-61,1965.09.08,日本車両,津田沼,,1982.01.19,中野,1990.03.30,,
,,,,,,,1984.02.09,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.06.28,中原,,,
国,○,クハ100-62,1965.09.08,日本車両,津田沼,,1971.03.22,浦和,1985.10.25,,
,,,,,,,1975.12.13,中原,,,
,,,,,,,1979.04.25,中野,,,
国,東,クハ100-63,1965.09.13,日本車両,津田沼,,1972.07.29,豊田,1991.05.24,,
,,,,,,,1980.09.17,中原,,,
国,東,クハ100-64,1965.09.13,日本車両,津田沼,,1965.09.30,中野,1989.09.26,,
,,,,,,,1984.03.10,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,○,クハ100-65,1965.07.26,日本車両,三鷹,,1966.12.12,武蔵小金井,1986.06.11,,
,,,,,,,1980.01.12,弁天橋,,,
国,○,クハ100-66,1965.07.26,日本車両,三鷹,,1966.12.12,武蔵小金井,1986.01.10,,
,,,,,,,1979.12.14,弁天橋,,,
国,○,クハ100-67,1965.07.26,日本車両,三鷹,,1966.12.12,武蔵小金井,1985.08.31,,
,,,,,,,1979.12.14,弁天橋,,,
国,東,クハ100-68,1965.08.05,日本車両,三鷹,,1966.12.12,武蔵小金井,1990.02.06,,
,,,,,,,1983.06.30,中原,,,
国,東,クハ100-69,1965.08.05,日本車両,三鷹,,1966.12.12,武蔵小金井,1989.02.16,,
,,,,,,,1983.11.11,中原,,,
国,○,クハ100-70,1965.10.29,日本車両,中野,,,,1985.12.26,,
国,○,クハ100-71,1965.10.29,日本車両,中野,,1983.03.20,武蔵小金井,1985.11.15,,
国,○,クハ100-72,1966.01.17,日本車両,武蔵小金井,,1983.08.09,中原,1986.06.10,,
国,東,クハ100-73,1966.02.17,日本車両,武蔵小金井,,1972.07.11,豊田,1992.06.01,,
,,,,,,,1980.09.10,中原,,,
国,東,クハ100-74,1966.07.01,汽車会社,中野,,1984.12.27,中原,1990.05.07,,
国,東,クハ100-75,1966.07.01,汽車会社,中野,,1979.02.08,中原,1991.09.10,,
国,東,クハ100-76,1966.07.01,汽車会社,中野,,1979.05.26,中原,1991.10.14,,
国,東,クハ100-77,1966.07.08,汽車会社,中野,,1979.05.26,中原,1991.09.10,,
国,東,クハ100-78,1966.07.08,汽車会社,津田沼,,1982.12.14,武蔵小金井,1990.05.08,,
,,,,,,,1985.03.26,津田沼,,,
,,,,,,,1986.06.18,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-79,1966.07.21,汽車会社,武蔵小金井,,1976.04.02,豊田,1991.04.01,,
,,,,,,,1980.06.27,中原,,,
国,東,クハ100-80,1966.07.21,汽車会社,武蔵小金井,,1966.12.12,三鷹,1992.07.01,,
,,,,,,,1972.08.11,豊田,,,
,,,,,,,1981.08.27,中原,,,
国,東,クハ100-81,1966.07.29,汽車会社,武蔵小金井,,1966.12.12,三鷹,1991.04.01,,
,,,,,,,1978.05.17,中原,,,
国,東,クハ100-82,1967.11.24,汽車会社,津田沼,,1979.01.15,弁天橋,1989.09.07,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-83,1967.11.30,汽車会社,津田沼,,1979.11.23,弁天橋,1990.12.01,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-84,1967.11.24,汽車会社,津田沼,,1979.11.23,弁天橋,1990.05.07,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-85,1967.11.30,汽車会社,津田沼,,1979.11.15,弁天橋,1989.09.26,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-86,1968.02.15,東急車両,津田沼,,1979.12.14,弁天橋,1989.09.26,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-87,1968.02.15,東急車両,津田沼,,1979.11.15,弁天橋,1991.04.01,,
,,,,,,,1988.02.01,中原,,,
国,○,クハ100-88,1968.02.20,東急車両,津田沼,,,,1980.08.21,,
国,東,クハ100-89,1968.02.20,東急車両,津田沼,,1979.05.24,中原,1990.10.01,,
国,東,クハ100-90,1968.02.26,東急車両,津田沼,,1979.04.03,中原,1992.04.02,,
国,東,クハ100-91,1968.02.26,東急車両,津田沼,,1979.04.03,中原,1989.06.06,,
国,○,クハ100-92,1968.03.14,東急車両,中野,,1985.03.31,津田沼,1986.03.26,クハ103-2001,
国,東,クハ100-93,1968.03.20,東急車両,中野,,1985.03.16,弁天橋,1990.02.06,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-94,1968.03.20,東急車両,中野,,1985.03.19,弁天橋,1991.02.08,,
,,,,,,,1988.02.01,中原,,,
国,東,クハ100-95,1968.03.20,東急車両,津田沼,,1979.11.02,弁天橋,1989.09.07,,
,,,,,,,1988.02.01,中原,,,
国,○,クハ100-911,1964.10.22,大井工場,武蔵小金井,クモハ100-911,,,1979.07.17,,
クハ101,,,,,,,,,,,
国,○,クハ101-1,1960.08.30,日本車両,三鷹,,1966.12.12,豊田,1979.05.23,,
,,,,,,,1978.09.26,中原,,,
国,○,クハ101-2,1960.08.30,日本車両,三鷹,,1966.12.12,豊田,1982.03.04,,
,,,,,,,1978.03.07,中原,,,
国,○,クハ101-3,1960.10.15,日本車両,三鷹,,1966.12.12,豊田,1979.04.14,,
,,,,,,,1972.12.14,武蔵小金井,,,
国,○,クハ101-4,1960.10.21,日本車両,三鷹,,1966.12.12,豊田,1982.01.14,,
国,○,クハ101-5,1960.10.31,日本車両,三鷹,,1966.12.12,豊田,1982.03.01,,
国,○,クハ101-6,1960.10.31,日本車両,三鷹,,1966.12.12,豊田,1982.02.17,,
,,,,,,,1978.02.07,中原,,,
国,○,クハ101-7,1960.11.09,日本車両,三鷹,,1966.12.12,豊田,1982.01.26,,
国,○,クハ101-8,1960.11.09,日本車両,三鷹,,1966.12.12,豊田,1981.11.27,,
,,,,,,,1979.03.12,武蔵小金井,,,
国,○,クハ101-9,1960.11.15,日本車両,三鷹,,1966.12.12,豊田,1982.12.10,,
,,,,,,,1979.02.15,武蔵小金井,,,
国,○,クハ101-10,1960.11.15,日本車両,三鷹,,1966.12.12,豊田,1980.03.21,,
,,,,,,,1976.09.29,津田沼,,,
国,○,クハ101-11,1960.11.01,汽車会社,三鷹,,1966.12.12,豊田,1983.03.11,,
,,,,,,,1973.05.19,中原,,,
国,○,クハ101-12,1960.11.01,汽車会社,三鷹,,1966.12.12,豊田,1979.04.14,,
国,○,クハ101-13,1960.11.01,汽車会社,三鷹,,1966.12.12,豊田,1984.08.30,,
,,,,,,,1980.05.08,武蔵小金井,,,
,,,,,,,1982.09.23,日根野,,,
国,○,クハ101-14,1960.11.12,汽車会社,三鷹,,1966.12.12,豊田,1983.03.02,,
,,,,,,,1981.08.31,武蔵小金井,,,
国,○,クハ101-15,1960.11.11,汽車会社,三鷹,,1961.11.20,武蔵小金井,1979.04.14,,
,,,,,,,1966.12.12,豊田,,,
国,○,クハ101-16,1960.11.12,汽車会社,三鷹,,1961.11.21,武蔵小金井,1980.07.16,,
,,,,,,,1966.12.12,豊田,,,
国,○,クハ101-17,1961.09.30,日本車両,武蔵小金井,,1966.12.12,豊田,1983.02.09,,
,,,,,,,1981.10.09,武蔵小金井,,,
国,○,クハ101-18,1961.09.30,日本車両,武蔵小金井,,1966.12.12,豊田,1983.03.28,,
,,,,,,,1979.04.04,中原,,,
国,○,クハ101-19,1961.10.06,汽車会社,武蔵小金井,,1972.09.13,中原,1983.10.17,,
国,○,クハ101-20,1961.10.06,汽車会社,武蔵小金井,,1966.12.12,豊田,1982.09.22,,
,,,,,,,1981.01.22,中原,,,
国,○,クハ101-21,1961.10.06,汽車会社,武蔵小金井,,,,1982.06.14,,
国,○,クハ101-22,1961.12.15,川崎車両,武蔵小金井,,1969.04.07,豊田,1983.02.01,,
,,,,,,,1981.09.23,武蔵小金井,,,
国,○,クハ101-23,1961.12.22,川崎車両,武蔵小金井,,,,1983.02.18,,
国,○,クハ101-24,1961.12.22,川崎車両,武蔵小金井,,,,1982.10.25,,
国,○,クハ101-25,1961.10.25,近畿車両,三鷹,,1966.12.12,豊田,1982.03.16,,
,,,,,,,1972.12.12,武蔵小金井,,,
国,○,クハ101-26,1963.10.22,川崎車両,武蔵小金井,,1982.09.17,日根野,1984.12.25,,
国,○,クハ101-27,1964.09.16,日本車両,中野,,,,1982.02.10,,
国,○,クハ101-28,1964.09.16,日本車両,中野,,,,1984.02.23,,
国,○,クハ101-29,1964.09.17,日本車両,中野,,,,1984.03.05,,
国,○,クハ101-30,1964.09.17,日本車両,中野,,,,1984.03.05,,
国,○,クハ101-31,1964.09.18,日本車両,津田沼,,1966.04.28,中野,1984.02.24,,
国,○,クハ101-32,1964.09.18,日本車両,津田沼,,1967.12.19,森ノ宮,1981.12.16,クル144-15,
,,,,,,,1977.03.16,淀川,,,
国,○,クハ101-33,1964.09.28,川崎車両,津田沼,,1967.12.19,森ノ宮,1981.12.14,クル144-16,
,,,,,,,1977.03.16,淀川,,,
国,○,クハ101-34,1964.09.28,川崎車両,津田沼,,,,1983.12.15,,
国,○,クハ101-35,1964.09.28,川崎車両,津田沼,,1982.01.25,中原,1983.12.21,,
